LFwheelSpeed_mps,LRwheelSpeed_mps,RFwheelSpeed_mps,RRwheelSpeed_mps,brakePressureFL_bar,brakePressureFR_bar,brakePressureRL_bar,brakePressureRR_bar,engineTorque_Nm,pinionAngle_rad
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.07209709703062514
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.07363107781851078
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.07516505860639641
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.07669903939428206
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.0782330201821677
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.07976700097005335
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.08130098175793898
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.08283496254582462
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.08436894333371027
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.0859029241215959
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.08743690490948156
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.08897088569736719
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09050486648525283
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09203884727313848
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09357282806102411
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09510680884890975
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.0966407896367954
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09817477042468103
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09970875121256668
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.09970875121256668
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.10124273200045232
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.10277671278833796
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.1043106935762236
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.10584467436410924
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.10737865515199488
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.10891263593988053
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,6,0.11044661672776616
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.11198059751565181
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.11351457830353745
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.11658253987930874
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.11811652066719437
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.11965050145508001
0.03145193572368044,0.03145193572368044,0.03145193572368044,0.03145193572368044,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,5,0.12118448224296566
