vxCG_mps,vyCG_mps,pitchRate_radps,rollRate_radps,yawRate_radps
13.255689249087812,-0.10885169179813475,0.018500490071139894,-0.016755160819145562,-0.00034906585039886593
13.267865215339961,-0.10105847789735972,-0.021467549799530253,-0.03298672286269283,0.022863813201125717
13.276386299390117,-0.11285957179143485,-0.045553093477052,-0.012391837689159739,-0.0017453292519943296
13.26942115841982,-0.09126132399993507,-0.0054105206811824215,-0.0024434609527920616,0.010297442586766544
13.279392004145674,-0.09558318270089382,-0.010471975511965976,0.030892327760299633,0.011344640137963142
13.280479969823514,-0.0857863787061957,0.026703537555513242,0.04345869837465881,0.017976891295541596
13.28167208732141,-0.078308190906485,0.06649704450098395,0.04450589592585541,0.023212879051524585
13.287685771030256,-0.0999084582199214,0.06963863715457375,0.044331363000655974,0.007853981633974483
13.29028485258214,-0.09011200442637794,0.045553093477052,0.025656340004316644,0.00890117918517108
13.296516825146949,-0.06304366762762983,0.0164060949687467,-0.03769911184307752,0.004014257279586958
13.302867691397262,-0.08464494371507741,0.008726646259971648,-0.03717551306747922,0.01117010721276371
13.303537196906912,-0.08696697449253751,-0.018500490071139894,-0.00017453292519943296,0.012391837689159739
13.307120244445608,-0.11836501119197729,-0.01832595714594046,0.038571776469074684,-0.002617993877991494
13.311292904883372,-0.0987735061999904,-0.007330382858376184,0.04886921905584123,-0.007155849933176752
13.311851318654028,-0.08897775370399716,0.013613568165555772,0.06894050545377602,0.012391837689159739
13.313903747071459,-0.07918200120800349,0.014311699866353503,0.014137166941154071,0.019024088846738195
13.317846313071156,-0.11058003790744371,0.013264502315156905,-0.013439035240356337,-0.005585053606381855
13.313753287313704,-0.08150609008337482,0.029321531433504737,-0.030019663134302467,0.020943951023931952
13.324118888543687,-0.08351857894553726,0.019722220547535925,-0.044156830075456545,0.014311699866353503
13.335558986583408,-0.07806352337419137,0.025656340004316644,-0.04520402762665313,0.019896753472735357
13.33323687657323,-0.08785857337905208,0.04014257279586959,-0.06073745796940267,0.017278759594743863
13.33896651233961,-0.06080198133889547,0.04520402762665313,-0.08936085770210968,0.01832595714594046
13.34477556142009,-0.08240728594195618,0.05044001538263613,-0.09529497715889039,0.011519173063162575
13.345859074439065,-0.08473684754788975,0.012740903539558606,-0.07243116395776468,0.014835298641951801
13.352258772533618,-0.10634315763459215,-0.01710422666954443,-0.06754424205218056,0.0005235987755982988
13.357972179774544,-0.07696011867389811,-0.014137166941154071,-0.006806784082777886,0.007330382858376184
13.362697328644382,-0.10089905430580863,0.022863813201125717,-0.00017453292519943296,0.004886921905584123
13.364256516104502,-0.09110506027542704,0.040491638646268445,-0.0010471975511965976,0.01064650843716541
13.36834222411099,-0.07151707221466343,0.04782202150464463,-0.04310963252425994,0.013264502315156905
13.370397518256468,-0.06405711100868282,0.04834562028024293,-0.05951572749300664,0.023212879051524585
13.377168993078907,-0.08566543008814137,0.007155849933176752,-0.0916297857297023,0.010297442586766544
13.390666179423313,-0.07043663283615179,0.003490658503988659,-0.09564404300928926,0.017453292519943295
13.392225230340022,-0.10929478536267714,0.0020943951023931952,-0.0841248699461267,-0.00942477796076938
13.390179253943854,-0.07043663283615179,0.00017453292519943296,-0.02303834612632515,0.004014257279586958
13.38613429589762,-0.09002320994748633,-0.004363323129985824,-0.00942477796076938,0.0029670597283903604
13.392364041460125,-0.06064334428048474,-0.013439035240356337,0.016755160819145562,0.0164060949687467
13.389692328464395,-0.07043663283615179,0.0158824961931484,-0.002617993877991494,0.009773843811168246
13.395328772249014,-0.09204595542466251,0.033335788713091695,-0.007155849933176752,0.014486232791552936
13.409568988134712,-0.07682298952316477,0.03385938748868999,-0.033335788713091695,0.01064650843716541
13.411907339426653,-0.0670300541523413,0.028623399732707007,-0.017627825445142728,0.01117010721276371
13.4144308916224,-0.05957868914031098,0.00942477796076938,-0.019547687622336492,0.019896753472735357
13.42001512522858,-0.08119001677212324,0.01117010721276371,-0.02879793265790644,0.0019198621771937625
13.429923490861933,-0.0832161806285955,-0.009773843811168246,-0.01884955592153876,0.0041887902047863905
13.432263551101835,-0.07342359874092548,-0.025132741228718343,-0.015533430342749533,0.008377580409572781
13.4278588105336,-0.09300876251626593,-0.020420352248333655,0.010297442586766544,-0.005934119456780721
13.42956708227249,-0.0832161806285955,-0.0153588974175501,0.05759586531581288,0.006981317007977318
13.430798899157425,-0.07342359874092548,0.021642082724729686,0.04974188368183839,0.010297442586766544
13.432864497486536,-0.06597600359137047,0.03595378259108319,0.05846852994181004,0.018675022996339326
13.44083383374625,-0.07779610465115334,0.039968039870670144,0.06492624817418906,0.00890117918517108
13.441035873053957,-0.07779610465115334,0.04590215932745086,0.054105206811824215,0.011519173063162575
13.45207384141485,-0.08217202632399603,0.003141592653589793,0.031066860685499065,0.00471238898038469
13.463775830213475,-0.07440973428640484,0.009075712110370514,-0.024783675378319478,0.008028514559173916
13.463893934649839,-0.07440973428640484,-0.003141592653589793,-0.015184364492350668,0.013089969389957472
13.468203987052222,-0.10581493835472121,-0.038571776469074684,-0.01117010721276371,-0.004363323129985824
13.46987140232393,-0.09602306432824421,-0.04223696789826278,0.05619960191421741,-0.003141592653589793
13.471399770371692,-0.08623119030176765,-0.0291469985083053,0.05044001538263613,0.005061454830783556
13.474818304909467,-0.06899961516800561,-0.016231562043547264,0.054628805587422516,0.017278759594743863
13.480232389522094,-0.09061394542730418,0.011344640137963142,0.00942477796076938,0.022165681500327987
13.489063889050383,-0.09500011567770376,0.030019663134302467,-0.008552113334772215,0.004363323129985824
13.481828623694236,-0.08317595083152918,0.009075712110370514,-0.021467549799530253,0.009773843811168246
13.491618607447508,-0.08520895070553036,0.009599310885968814,-0.02530727415391778,0.012915436464758038
13.493793323276861,-0.07777337207659421,0.01117010721276371,-0.010471975511965976,0.012042771838760876
13.499409057233688,-0.09938970079555019,0.02111848394913139,-0.013264502315156905,0.0006981317007977319
13.50744506455565,-0.060226460805021864,0.031241393610698498,-0.023911010752322315,0.023212879051524585
13.507738024136168,-0.06258446411242267,0.02111848394913139,-0.014660765716752368,0.022514747350726852
13.513910498139659,-0.08420179107351618,0.007330382858376184,-0.046774823953448036,0.00890117918517108
13.520764958474754,-0.10817911460284407,-0.05375614096142535,-0.039095375244672985,0.0010471975511965976
13.517059808695878,-0.07677069090428916,-0.056025068989017976,-0.013613568165555772,0.01832595714594046
13.520995201260556,-0.10817911460284407,-0.07347836150896127,-0.007155849933176752,-0.002617993877991494
13.530659394317118,-0.06159039145286022,-0.020420352248333655,0.008028514559173916,0.007853981633974483
13.535232556166525,-0.08320971292269397,-0.00942477796076938,0.009773843811168246,0.015707963267948967
13.534730903602348,-0.08557247993222192,0.011344640137963142,-0.014835298641951801,0.019024088846738195
13.536772178174171,-0.0757830928150975,0.0153588974175501,0.007504915783575617,0.020943951023931952
13.536487985252986,-0.07814621368359151,0.03385938748868999,-0.014311699866353503,0.020420352248333655
13.546964497226208,-0.08018946572498417,0.009773843811168246,-0.007853981633974483,0.018500490071139894
13.557055372813634,-0.08459925320845739,0.00034906585039886593,-0.008552113334772215,0.01884955592153876
13.556896554528983,-0.08459925320845739,-0.00034906585039886593,0.011519173063162575,0.021642082724729686
13.557318502949661,-0.0869657860735033,-0.0158824961931484,-0.011519173063162575,0.019547687622336492
13.565326350276923,-0.10116865304033396,-0.03368485456349056,0.013788101090755204,0.009773843811168246
13.559473586585678,-0.07954435682401895,-0.02600540585471551,0.0164060949687467,0.02356194490192345
13.567501611277612,-0.09138069357494533,-0.03961897402027128,-0.009948376736367679,0.01710422666954443
13.56695249360808,-0.09374892935962789,-0.02600540585471551,0.031415926535897934,0.01780235837034216
13.56882164003427,-0.08632991843803255,-0.0017453292519943296,0.04485496177625427,0.022514747350726852
13.576390228119998,-0.0981689560916284,0.012391837689159739,0.044156830075456545,0.019722220547535925
13.57847043731142,-0.09075200866181214,0.01884955592153876,0.059341194567807204,0.023911010752322315
13.584768405331781,-0.11237928182169352,-0.0013962634015954637,0.03700098014227979,0.0328121899374934
13.588858442379289,-0.0951775123886468,-0.00471238898038469,0.02949606435870417,0.021467549799530253
13.589339022131087,-0.09754951124811324,-0.02199114857512855,0.025656340004316644,0.021642082724729686
13.600517285809401,-0.08982026116634924,0.0010471975511965976,0.0291469985083053,0.024260076602721184
13.598443061105366,-0.10198013322374465,-0.005934119456780721,0.0029670597283903604,0.02076941809873252
13.601886696998946,-0.13339618644120751,0.0019198621771937625,0.0471238898038469,0.0019198621771937625
13.600319309661092,-0.09456838438622474,0.005235987755982988,0.08342673824532895,0.028099800957108706
13.61025214300478,-0.0990044835652203,0.0012217304763960308,0.05969026041820607,0.022689280275926284
13.609963218377233,-0.0990044835652203,0.0301941960595019,0.041887902047863905,0.024609142453120045
13.623856090692167,-0.08387453575347947,0.031415926535897934,0.02495820830351891,0.02757620218151041
13.622020798929233,-0.09603709270133952,0.02652900463031381,0.009948376736367679,0.02199114857512855
13.622663052494625,-0.09603709270133952,-0.003141592653589793,0.013962634015954637,0.020943951023931952
13.632268269709368,-0.1004820819480924,-0.017278759594743863,0.012391837689159739,0.01780235837034216
13.632540219979358,-0.102861610765006,-0.026878070480712675,0.039793506945470715,0.017976891295541596
