axCG_mps2,ayCG_mps2,sideSlip_rad,vxCG_mps,vyCG_mps,yawRate_radps
0.14191148242284463,1.4875210736998608,0.0,-0.001714155148112012,-0.009875239812756825,-0.0033161255787892262
-0.1061385299058033,-9.704176690446518,0.0,-0.0047236000341616775,-0.02962571943827047,-0.017627825445142728
-0.12315834351856905,1.808118379319586,0.0,0.001714155148112012,0.009875239812756825,0.005585053606381855
-0.005905961201550665,-2.9425332115520466,0.0,-0.0001396218033914527,0.0,-0.002617993877991494
-0.06147471382607013,0.7638238062690627,0.0,0.0001396218033914527,0.0,-0.0006981317007977319
-0.15640074096147427,1.6499174531050074,0.0,0.0001396218033914527,0.0,0.004014257279586958
0.003867627584671899,3.1396412232938613,0.0,0.0,0.0,0.0024434609527920616
-0.007968431354137977,5.11591514279763,0.0,0.00157625670721668,0.009874964827649452,0.009250245035569947
-0.026849116291810454,1.69833461280913,0.0,-0.0015745333447205593,-0.009875239812756825,-0.0041887902047863905
-0.08620839693356787,6.001658159540252,0.0,0.0032921352178248127,0.019749929655298905,0.012915436464758038
0.09968208238775951,2.780350655728915,0.0,-0.0002792436067829054,0.0,0.002617993877991494
-0.00973404210048385,3.034488202096649,0.0,0.0017158785106081327,0.009874964827649452,0.009250245035569947
-0.12494376212181192,0.08373197329054248,0.0,-0.0014349115413291066,-0.009875239812756825,-0.004363323129985824
0.0956608819877876,4.49070965264783,0.0,0.0012970131004337747,0.009874964827649452,0.007504915783575617
0.1274272226310353,-1.5809770979000124,0.0,-0.0001396218033914527,0.0,0.00017453292519943296
-0.0017885576707122614,-1.2595426616311334,0.0,0.0,0.0,0.0022689280275926286
-0.060209892822933195,0.5290647048648242,0.0,-0.0015745333447205593,-0.009875239812756825,-0.005235987755982988
-0.14002789793258907,-7.773820341896507,0.0,-0.00315251341443336,-0.019749929655298905,-0.012915436464758038
0.012855597419596854,1.627646510701233,0.0,-0.0001396218033914527,0.0,0.0006981317007977319
-0.11187698152926367,-2.6066800563290276,0.0,-0.00157625670721668,-0.009874964827649452,-0.003665191429188092
0.02198201145937413,-2.875990684763805,0.0,-0.0017158785106081327,-0.009874964827649452,-0.003839724354387525
-0.004067945722257828,-4.113355547059174,0.0,-0.00157625670721668,-0.009874964827649452,-0.006457718232379019
-0.05264886853420088,-3.3666827743313736,0.0,-0.00157625670721668,-0.009874964827649452,-0.004363323129985824
