brakePressureFL_bar,brakePressureFR_bar,brakePressureRL_bar,brakePressureRR_bar,engineTorque_Nm,roadWheelAngle_rad
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,10,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,10,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0038129109803963506
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
4.7,4.7,4.7,4.7,11,0.0039359081087962326
4.7,4.7,4.7,4.7,11,0.0039359081087962326
4.7,4.7,4.7,4.7,11,0.0039359081087962326
4.7,4.7,4.7,4.7,11,0.0039359081087962326
4.800000000000001,4.800000000000001,4.7,4.7,11,0.0039359081087962326
