axCG_mps2,ayCG_mps2,vxCG_mps,vyCG_mps,yawRate_radps
0.01217760977669212,0.963447703552613,0.009626395081555533,0.00270264386683628,-0.0006981317007977319
0.014989596117494198,-1.7150112736324616,0.0067517904220162454,0.012329296452043578,0.006108652381980154
0.045159477848645525,1.476859570883151,0.012327418640475644,-0.006927369558326281,-0.006108652381980154
0.01978863235262146,-0.763909361227201,0.00692631448638908,0.012329296452043578,0.004537856055185257
0.0012812761058976364,0.8168443754034456,0.009452342499059527,0.0027009634468586484,-0.0010471975511965976
-0.0004313654122548716,0.8168443754034456,0.0067535564835046104,0.012329296452043578,0.00471238898038469
-0.00477247336063641,-0.3794234473949125,0.009454116746603547,0.0027009634468586484,0.0020943951023931952
-0.001083202352423427,-0.7660293005999802,0.009626866563432363,0.0027009634468586484,-0.0005235987755982988
-0.001083202352423427,-0.7660293005999802,0.012327418640475644,-0.006927369558326281,-0.006108652381980154
0.037392841948433085,-0.3593659012103607,0.009626866563432363,0.0027009634468586484,0.0020943951023931952
0.008104716675959881,0.38874229572980595,0.009626866563432363,0.0027009634468586484,-0.0006981317007977319
-0.01028026240955998,-0.8484467039775145,0.009626866563432363,0.0027009634468586484,0.0022689280275926286
-0.010533167300704081,0.6723064013891571,0.009626866563432363,0.0027009634468586484,-0.003839724354387525
0.004141364480398454,-0.2728933204055958,0.009626866563432363,0.0027009634468586484,0.0010471975511965976
-0.02692367720040156,0.6324515411809081,0.009452342499059527,0.0027009634468586484,-0.0013962634015954637
0.0033332962315022374,-0.8911184176226006,0.00692631448638908,0.012329296452043578,0.003665191429188092
-0.015105086504502903,0.12211675944806176,0.009452342499059527,0.0027009634468586484,-0.003141592653589793
0.016350845079967244,0.7533972559051235,0.009626866563432363,0.0027009634468586484,-0.0017453292519943296
-0.004586296745453714,-1.224952379035769,0.00692631448638908,0.012329296452043578,0.003490658503988659
-0.012713415480591793,1.2575359752333333,0.01215410325826751,-0.006925217584651908,-0.0054105206811824215
-0.01572398840938409,-0.5156663652364121,0.00692631448638908,0.012329296452043578,0.003839724354387525
0.012325043695301715,-0.473192046938301,0.009626866563432363,0.0027009634468586484,0.00034906585039886593
-0.018470754140622155,1.4837525473518451,0.009451871017182699,0.00270264386683628,-0.003490658503988659
-0.0007543960866523958,-1.4458418101033828,0.00692631448638908,0.012329296452043578,0.00767944870877505
0.008043220130613076,0.29421394530847994,0.009452342499059527,0.0027009634468586484,-0.003141592653589793
0.01483978516656699,0.19922796737932444,0.009626866563432363,0.0027009634468586484,-0.0008726646259971648
-0.020812504354131914,0.2226355253510698,0.009452342499059527,0.0027009634468586484,0.00034906585039886593
0.017075612345525265,0.5406727649298715,0.009626866563432363,0.0027009634468586484,0.0024434609527920616
0.03492157432261514,-0.6770673777857807,0.00692631448638908,0.012329296452043578,0.006108652381980154
-0.013225528217976205,-0.6454193488791465,0.009452342499059527,0.0027009634468586484,0.0006981317007977319
-0.013339972399719542,0.22009159810373477,0.009454116746603547,0.0027009634468586484,-0.004014257279586958
0.03198009025229086,0.5225714024043976,0.009626866563432363,0.0027009634468586484,-0.0020943951023931952
0.01179599593231052,-0.5274079096435482,0.009626866563432363,0.0027009634468586484,0.0013962634015954637
0.0184570971727427,0.2680777587710718,0.009626866563432363,0.0027009634468586484,-0.0024434609527920616
0.0038491330331039395,0.23826849147173557,0.009452342499059527,0.0027009634468586484,-0.0006981317007977319
0.019188311403254665,-0.4250630761618894,0.009626866563432363,0.0027009634468586484,0.0010471975511965976
0.00044888423721001105,0.7544089873679363,0.009454116746603547,0.0027009634468586484,-0.0022689280275926286
0.0017276764907857556,-0.7538091830803879,0.006926335481798256,0.012329296452043578,0.0033161255787892262
